language,Part of speech,word,translation,word_type,gender,article,display_word,example_sentence_original,example_sentence_translation,exam_board_code,theme_name,theme_name.1,tier,is_required
de,mwp,Herzlichen Glückwunsch (zum Geburtstag),congratulations (Happy Birthday),,,,Herzlichen Glückwunsch (zum Geburtstag),,,AQA,General,General,both,True
de,mwp,in Form sein,"(to) be in form, be in good shape | being in form, being in good shape",,,,in Form sein,,,AQA,General,General,both,True
de,mwp,in letzter Zeit,"recently, lately",,,,in letzter Zeit,,,AQA,General,General,both,True
de,mwp,jdm auf die Nerven gehen,(to) get on someone's nerves | getting on someone's nerves,,,,jdm auf die Nerven gehen,,,AQA,General,General,both,True
de,mwp,"kennenlernen, kennen lernen","(to) meet (for first time), get to know | meeting (for first time), getting to know",,,,"kennenlernen, kennen lernen",,,AQA,General,General,both,True
de,mwp,Lust (auf + noun) haben,(to) feel like (+ noun) | feeling like (+noun),,,,Lust (auf + noun) haben,,,AQA,General,General,both,True
de,mwp,meiner Meinung nach,in my opinion,,,,meiner Meinung nach,,,AQA,General,General,both,True
de,mwp,nach Hause,(to) home,,,,nach Hause,,,AQA,General,General,both,True
de,mwp,"sitzen bleiben, sitzenbleiben",(to) repeat a school year | repeating a school year,,,,"sitzen bleiben, sitzenbleiben",,,AQA,General,General,both,True
de,mwp,"und so weiter, usw.","and so on, etc.",,,,"und so weiter, usw.",,,AQA,General,General,both,True
de,mwp,was für?,what sort/type of…?,,,,was für?,,,AQA,General,General,both,True
de,mwp,zu Hause,at home,,,,zu Hause,,,AQA,General,General,both,True
de,mwp,"zum Beispiel, z.B.","for example, e.g.",,,,"zum Beispiel, z.B.",,,AQA,General,General,both,True
de,mwp,so…wie**,as…as,,,,so…wie**,,,AQA,General,General,both,True
de,n (f),die Chance,"chance, opportunity",,,die,die Chance,,,AQA,General,General,both,True
de,n (f),die Information,information,,,die,die Information,,,AQA,General,General,both,True
de,n (f),die Minute,minute,,,die,die Minute,,,AQA,General,General,both,True
de,n (f),die Situation,situation,,,die,die Situation,,,AQA,General,General,both,True
de,n (f),die Zeit,time,,,die,die Zeit,,,AQA,General,General,both,True
de,n (f),die Frau,"woman, wife, Mrs.",,,die,die Frau,,,AQA,General,General,both,True
de,n (f),die Frage,"question, query",,,die,die Frage,,,AQA,General,General,both,True
de,n (f),die Seite,"side, page, hand (on the one/other hand)",,,die,die Seite,,,AQA,General,General,both,True
de,n (f),"die Million, Mio.",million,,,die,"die Million, Mio.",,,AQA,General,General,both,True
de,n (f),die Woche,week,,,die,die Woche,,,AQA,General,General,both,True
de,n (f),die Art,"type, kind, sort",,,die,die Art,,,AQA,General,General,both,True
de,n (f),die Stunde,"hour, lesson, period (school timetable)",,,die,die Stunde,,,AQA,General,General,both,True
de,n (f),die Zahl,number,,,die,die Zahl,,,AQA,General,General,both,True
de,n (f),die Sache,"thing, matter",,,die,die Sache,,,AQA,General,General,both,True
de,n (f),die Nacht,night,,,die,die Nacht,,,AQA,General,General,both,True
de,n (f),die Uhr,"clock, watch, o’clock",,,die,die Uhr,,,AQA,General,General,both,True
de,n (f),die Person,person,,,die,die Person,,,AQA,General,General,both,True
de,n (f),die Gruppe,"group, band",,,die,die Gruppe,,,AQA,General,General,both,True
de,n (f),die Möglichkeit,"possibility, chance, opportunity",,,die,die Möglichkeit,,,AQA,General,General,both,True
de,n (f),die Angst,"fear, anxiety",,,die,die Angst,,,AQA,General,General,both,True
de,n (f),die Idee,idea,,,die,die Idee,,,AQA,General,General,both,True
de,n (f),die Zukunft,future,,,die,die Zukunft,,,AQA,General,General,both,True
de,n (f),die Hilfe,"help, assistance",,,die,die Hilfe,,,AQA,General,General,both,True
de,n (f),die Menge,"quantity, amount, a lot of, crowd (people)",,,die,die Menge,,,AQA,General,General,both,True
de,n (f),die Erfahrung,experience,,,die,die Erfahrung,,,AQA,General,General,both,True
de,n (f),die Höhe,"height, altitude",,,die,die Höhe,,,AQA,General,General,both,True
de,n (f),die Mitte,"middle, centre",,,die,die Mitte,,,AQA,General,General,both,True
de,n (f),die Größe,"size, height",,,die,die Größe,,,AQA,General,General,both,True
de,n (f),die Meinung,"opinion, view",,,die,die Meinung,,,AQA,General,General,both,True
de,n (f),die Wahl,"choice, election, selection",,,die,die Wahl,,,AQA,General,General,both,True
de,n (f),die Nummer,number,,,die,die Nummer,,,AQA,General,General,both,True
de,n (f),die Freiheit,freedom,,,die,die Freiheit,,,AQA,General,General,both,True
de,n (f),die Sekunde,second,,,die,die Sekunde,,,AQA,General,General,both,True
de,n (f),die Sorge,"worry, care",,,die,die Sorge,,,AQA,General,General,both,True
de,n (f),die Hälfte,half,,,die,die Hälfte,,,AQA,General,General,both,True
de,n (f),die Ruhe,"silence, peace, rest",,,die,die Ruhe,,,AQA,General,General,both,True
de,n (f),die Farbe,colour,,,die,die Farbe,,,AQA,General,General,both,True
de,n (f),die Quelle,"source, spring",,,die,die Quelle,,,AQA,General,General,both,True
de,n (f),die Vergangenheit,past,,,die,die Vergangenheit,,,AQA,General,General,both,True
de,n (f),die Gewalt,"violence, force",,,die,die Gewalt,,,AQA,General,General,both,True
de,n (f),die Lust,desire,,,die,die Lust,,,AQA,General,General,both,True
de,n (f),die Aktivität,activity,,,die,die Aktivität,,,AQA,General,General,both,True
de,n (f),die Pause,"pause, break",,,die,die Pause,,,AQA,General,General,both,True
de,n (f),die Schwierigkeit,difficulty,,,die,die Schwierigkeit,,,AQA,General,General,both,True
de,n (f),die Konsequenz,consequence,,,die,die Konsequenz,,,AQA,General,General,both,True
de,n (f),die Mehrheit,majority,,,die,die Mehrheit,,,AQA,General,General,both,True
de,n (f),die Tasche,"pocket, bag",,,die,die Tasche,,,AQA,General,General,both,True
de,n (f),die Entschuldigung,"apology, excuse, excuse me, sorry",,,die,die Entschuldigung,,,AQA,General,General,both,True
de,n (m),der Mai,May,,,der,der Mai,,,AQA,General,General,both,True
de,n (m),der Moment,"moment, instant",,,der,der Moment,,,AQA,General,General,both,True
de,n (m),der Mensch,"human being, person",,,der,der Mensch,,,AQA,General,General,both,True
de,n (m),der Tag,day,,,der,der Tag,,,AQA,General,General,both,True
de,n (m),der Mann,"man, husband, male",,,der,der Mann,,,AQA,General,General,both,True
de,n (m),der Herr,"Mr., Lord (addressing God)",,,der,der Herr,,,AQA,General,General,both,True
de,n (m),der Punkt,"dot, point, full stop",,,der,der Punkt,,,AQA,General,General,both,True
de,n (m),der Grund,"reason, basis",,,der,der Grund,,,AQA,General,General,both,True
de,n (m),der Blick,"look, view, glance",,,der,der Blick,,,AQA,General,General,both,True
de,n (m),der Monat,month,,,der,der Monat,,,AQA,General,General,both,True
de,n (m),der Abend,evening,,,der,der Abend,,,AQA,General,General,both,True
de,n (m),der Vergleich,comparison,,,der,der Vergleich,,,AQA,General,General,both,True
de,n (m),der Anfang,"beginning, start",,,der,der Anfang,,,AQA,General,General,both,True
de,n (m),"der Meter, m",metre,,,der,"der Meter, m",,,AQA,General,General,both,True
de,n (m),der Erfolg,success,,,der,der Erfolg,,,AQA,General,General,both,True
de,n (m),der Junge,boy,,,der,der Junge,,,AQA,General,General,both,True
de,n (m),der Morgen,morning,,,der,der Morgen,,,AQA,General,General,both,True
de,n (m),der Unterschied,difference,,,der,der Unterschied,,,AQA,General,General,both,True
de,n (m),der Sommer,summer,,,der,der Sommer,,,AQA,General,General,both,True
de,n (m),der Sonntag,Sunday,,,der,der Sonntag,,,AQA,General,General,both,True
de,n (m),der Beginn,"beginning, start",,,der,der Beginn,,,AQA,General,General,both,True
de,n (m),der Fehler,"mistake, error",,,der,der Fehler,,,AQA,General,General,both,True
de,n (m),der Plan,plan,,,der,der Plan,,,AQA,General,General,both,True
de,n (m),der Freitag,Friday,,,der,der Freitag,,,AQA,General,General,both,True
de,n (m),der Vorteil,"advantage, benefit",,,der,der Vorteil,,,AQA,General,General,both,True
de,n (m),der März,March,,,der,der März,,,AQA,General,General,both,True
de,n (m),der Traum,dream,,,der,der Traum,,,AQA,General,General,both,True
de,n (m),der April,April,,,der,der April,,,AQA,General,General,both,True
de,n (m),"der Westen, West-",west,,,der,"der Westen, West-",,,AQA,General,General,both,True
de,n (m),der September,September,,,der,der September,,,AQA,General,General,both,True
de,n (m),der Montag,Monday,,,der,der Montag,,,AQA,General,General,both,True
de,n (m),der Spaß,"fun, joke",,,der,der Spaß,,,AQA,General,General,both,True
de,n (m),der Januar,January,,,der,der Januar,,,AQA,General,General,both,True
de,n (m),der Wunsch,"wish, desire",,,der,der Wunsch,,,AQA,General,General,both,True
de,n (m),der Februar,February,,,der,der Februar,,,AQA,General,General,both,True
de,n (m),der Samstag,Saturday,,,der,der Samstag,,,AQA,General,General,both,True
de,n (m),der Juni,June,,,der,der Juni,,,AQA,General,General,both,True
de,n (m),der Mittwoch,Wednesday,,,der,der Mittwoch,,,AQA,General,General,both,True
de,n (m),der Winter,winter,,,der,der Winter,,,AQA,General,General,both,True
de,n (m),der Hintergrund,background,,,der,der Hintergrund,,,AQA,General,General,both,True
de,n (m),der Oktober,October,,,der,der Oktober,,,AQA,General,General,both,True
de,n (m),der Donnerstag,Thursday,,,der,der Donnerstag,,,AQA,General,General,both,True
de,n (m),der November,November,,,der,der November,,,AQA,General,General,both,True
de,n (m),der Aspekt,aspect,,,der,der Aspekt,,,AQA,General,General,both,True
de,n (m),"der Zentimeter, cm","centimetre, cm",,,der,"der Zentimeter, cm",,,AQA,General,General,both,True
de,n (m),der Dienstag,Tuesday,,,der,der Dienstag,,,AQA,General,General,both,True
de,n (m),der Artikel,article,,,der,der Artikel,,,AQA,General,General,both,True
de,n (m),der Nachmittag,afternoon,,,der,der Nachmittag,,,AQA,General,General,both,True
de,n (m),der Dezember,December,,,der,der Dezember,,,AQA,General,General,both,True
de,n (m),der Juli,July,,,der,der Juli,,,AQA,General,General,both,True
de,n (m),der Herbst,autumn,,,der,der Herbst,,,AQA,General,General,both,True
de,n (m),der Alltag,"daily routine, everyday life",,,der,der Alltag,,,AQA,General,General,both,True
de,n (m),der Teilnehmer,"participant, entrant",,,der,der Teilnehmer,,,AQA,General,General,both,True
de,n (m),der August,August,,,der,der August,,,AQA,General,General,both,True
de,n (m),der Nachteil,disadvantage,,,der,der Nachteil,,,AQA,General,General,both,True
de,n (m),der Mittag,"noon, midday",,,der,der Mittag,,,AQA,General,General,both,True
de,n (m),der Frühling,spring,,,der,der Frühling,,,AQA,General,General,both,True
de,n (m),der Betreuer,"carer, care worker",,,der,der Betreuer,,,AQA,General,General,both,True
de,num,zwei,two,,,,zwei,,,AQA,General,General,both,True
de,num,drei,three,,,,drei,,,AQA,General,General,both,True
de,num,vier,four,,,,vier,,,AQA,General,General,both,True
de,num,fünf,five,,,,fünf,,,AQA,General,General,both,True
de,num,zehn,ten,,,,zehn,,,AQA,General,General,both,True
de,num,sechs,six,,,,sechs,,,AQA,General,General,both,True
de,num,sieben,seven,,,,sieben,,,AQA,General,General,both,True
de,num,acht,eight,,,,acht,,,AQA,General,General,both,True
de,num,eins,one,,,,eins,,,AQA,General,General,both,True
de,num,neun,nine,,,,neun,,,AQA,General,General,both,True
de,num,zwölf,twelve,,,,zwölf,,,AQA,General,General,both,True
de,num,hundert,hundred,,,,hundert,,,AQA,General,General,both,True
de,num,tausend,thousand,,,,tausend,,,AQA,General,General,both,True
de,num,zwanzig,twenty,,,,zwanzig,,,AQA,General,General,both,True
de,num,elf,eleven,,,,elf,,,AQA,General,General,both,True
de,num,,zero,,,,,,,AQA,General,General,both,True
de,num,dreißig,thirty,,,,dreißig,,,AQA,General,General,both,True
de,num,fünfzig,fifty,,,,fünfzig,,,AQA,General,General,both,True
de,num,sechzig,sixty,,,,sechzig,,,AQA,General,General,both,True
de,num,siebzig,seventy,,,,siebzig,,,AQA,General,General,both,True
de,num,fünfzehn,fifteen,,,,fünfzehn,,,AQA,General,General,both,True
de,num,vierzig,forty,,,,vierzig,,,AQA,General,General,both,True
de,num,neunzig,ninety,,,,neunzig,,,AQA,General,General,both,True
de,num,achtzig,eighty,,,,achtzig,,,AQA,General,General,both,True
de,num,achtzehn,eighteen,,,,achtzehn,,,AQA,General,General,both,True
de,num,vierzehn,fourteen,,,,vierzehn,,,AQA,General,General,both,True
de,num,dreizehn,thirteen,,,,dreizehn,,,AQA,General,General,both,True
de,num,sechzehn,sixteen,,,,sechzehn,,,AQA,General,General,both,True
de,num,neunzehn,nineteen,,,,neunzehn,,,AQA,General,General,both,True
de,num,siebzehn,seventeen,,,,siebzehn,,,AQA,General,General,both,True
de,prep,an,"on, at",,,,an,,,AQA,General,General,both,True
de,prep,im,"in the (m, nt) (dative)",,,,im,,,AQA,General,General,both,True
de,prep,ins,into the (nt) (accusative),,,,ins,,,AQA,General,General,both,True
de,prep,in,"in, into",,,,in,,,AQA,General,General,both,True
de,prep,vom,"from the, of the (m, nt)",,,,vom,,,AQA,General,General,both,True
de,prep,von,"from, of",,,,von,,,AQA,General,General,both,True
de,prep,mit,"with, by",,,,mit,,,AQA,General,General,both,True
de,prep,auf,"on, onto, at, to",,,,auf,,,AQA,General,General,both,True
de,prep,für,for,,,,für,,,AQA,General,General,both,True
de,prep,am,"on the, at the (m, nt) (dative)",,,,am,,,AQA,General,General,both,True
de,prep,ans,"on(to) the, at the (nt) (accusative)",,,,ans,,,AQA,General,General,both,True
de,prep,zu,to,,,,zu,,,AQA,General,General,both,True
de,prep,"zum, zur","to the (m, nt), to the (f)",,,,"zum, zur",,,AQA,General,General,both,True
de,prep,beim,"at (the house of) the, with the (m, nt)",,,,beim,,,AQA,General,General,both,True
de,prep,bei,"at (the house of), with",,,,bei,,,AQA,General,General,both,True
de,prep,nach,"to, towards, after, according to",,,,nach,,,AQA,General,General,both,True
de,prep,aus,"out, out of, from",,,,aus,,,AQA,General,General,both,True
de,prep,um,"at (o’clock), around",,,,um,,,AQA,General,General,both,True
de,prep,über,"about, above, over",,,,über,,,AQA,General,General,both,True
de,prep,vor,"in front of, before, ago",,,,vor,,,AQA,General,General,both,True
de,prep,durch,through,,,,durch,,,AQA,General,General,both,True
de,prep,bis,"until, till, up to, by",,,,bis,,,AQA,General,General,both,True
de,prep,unter,"under, below, among",,,,unter,,,AQA,General,General,both,True
de,prep,gegen,against,,,,gegen,,,AQA,General,General,both,True
de,prep,zwischen,between,,,,zwischen,,,AQA,General,General,both,True
de,prep,ohne,without,,,,ohne,,,AQA,General,General,both,True
de,prep,seit,"since, for",,,,seit,,,AQA,General,General,both,True
de,prep,neben,"next to, beside",,,,neben,,,AQA,General,General,both,True
de,prep,hinter,behind,,,,hinter,,,AQA,General,General,both,True
de,prep,pro,per,,,,pro,,,AQA,General,General,both,True
de,prep,ab,"from, as of",,,,ab,,,AQA,General,General,both,True
de,prep,außer,"except, apart from",,,,außer,,,AQA,General,General,both,True
de,pron,es,it (nt) (subj) | it (nt) (obj),,,,es,,,AQA,General,General,both,True
de,pron,das**,"which (nt), that",,,,das**,,,AQA,General,General,both,True
de,pron,der**,which (m),,,,der**,,,AQA,General,General,both,True
de,pron,die**,"which (f, pl)",,,,die**,,,AQA,General,General,both,True
de,pron,sie,"she, it (f), they (subj) | her, it (f), them (obj)",,,,sie,,,AQA,General,General,both,True
de,pron,sie,you (formal) (subj) | you (formal) (obj),,,,sie,,,AQA,General,General,both,True
de,pron,ich,I (subj),,,,ich,,,AQA,General,General,both,True
de,pron,sich,"himself, herself, itself, oneself, yourself (formal), themselves, yourselves (formal) (reflex) |each other (recip)",,,,sich,,,AQA,General,General,both,True
de,pron,er,"he, it (m) (subj)",,,,er,,,AQA,General,General,both,True
de,pron,wir,we (subj),,,,wir,,,AQA,General,General,both,True
de,pron,ihr**,"you (pl informal) (subj) | (to) her, to it (f) (indirect obj)",,,,ihr**,,,AQA,General,General,both,True
de,pron,man,"one, you, people in general (subj)",,,,man,,,AQA,General,General,both,True
de,pron,was?,what?,,,,was?,,,AQA,General,General,both,True
de,pron,du,you (sing informal) (subj),,,,du,,,AQA,General,General,both,True
de,pron,"andere (r, s)","other, different",,,,"andere (r, s)",,,AQA,General,General,both,True
de,pron,mir,(to) me (indirect obj),,,,mir,,,AQA,General,General,both,True
de,pron,mich,me (obj) | myself (reflex),,,,mich,,,AQA,General,General,both,True
de,pron,uns,ourselves (reflex) | each other (recip),,,,uns,,,AQA,General,General,both,True
de,pron,einem,(to) one (indirect obj),,,,einem,,,AQA,General,General,both,True
de,pron,einen,one (obj),,,,einen,,,AQA,General,General,both,True
de,pron,einer,(some)one,,,,einer,,,AQA,General,General,both,True
de,pron,ihm,"(to) him (indirect obj), (to) it (m, nt) (indirect obj)",,,,ihm,,,AQA,General,General,both,True
de,pron,ihn,"him (obj), it (m) (obj)",,,,ihn,,,AQA,General,General,both,True
de,pron,etwas,"something, some, a little, somewhat",,,,etwas,,,AQA,General,General,both,True
de,pron,"selbst, selber","self, even",,,,"selbst, selber",,,AQA,General,General,both,True
de,pron,nichts,nothing,,,,nichts,,,AQA,General,General,both,True
de,pron,beide,"both, the two",,,,beide,,,AQA,General,General,both,True
de,pron,damit,with it/them,,,,damit,,,AQA,General,General,both,True
de,pron,Ihnen,"(to) you (formal, indirect obj)",,,,Ihnen,,,AQA,General,General,both,True
de,pron,wer?,who?,,,,wer?,,,AQA,General,General,both,True
de,pron,dafür,for it/that/them,,,,dafür,,,AQA,General,General,both,True
de,pron,solch,such,,,,solch,,,AQA,General,General,both,True
de,pron,darauf/drauf,"on it/them, to it/them",,,,darauf/drauf,,,AQA,General,General,both,True
de,pron,davon,"from it/them, about it/them",,,,davon,,,AQA,General,General,both,True
de,pron,dich,you (obj) | yourself (reflex),,,,dich,,,AQA,General,General,both,True
de,pron,dir,(to) you (indirect obj),,,,dir,,,AQA,General,General,both,True
de,pron,bisschen,a little,,,,bisschen,,,AQA,General,General,both,True
de,pron,jemand,someone (subj),,,,jemand,,,AQA,General,General,both,True
de,pron,jemanden,someone (obj),,,,jemanden,,,AQA,General,General,both,True
de,pron,niemand,no-one (subj),,,,niemand,,,AQA,General,General,both,True
de,pron,niemanden,no-one (obj),,,,niemanden,,,AQA,General,General,both,True
de,pron,euch,yourselves (reflex) | each other (recip),,,,euch,,,AQA,General,General,both,True
de,pron,"derselbe, dieselbe, dasselbe","the same (one, ones)",,,,"derselbe, dieselbe, dasselbe",,,AQA,General,General,both,True
de,v,(aux)…gewesen,"was | (have, has) been (pp)",,,,(aux)…gewesen,,,AQA,General,General,both,True
de,v,bin,(I) am | (I) am being,,,,bin,,,AQA,General,General,both,True
de,v,bist,(you (sing informal)) are | (you (sing informal)) are being,,,,bist,,,AQA,General,General,both,True
de,v,ist,"(she, he, it, one) is | (she, he, it, one) is being",,,,ist,,,AQA,General,General,both,True
de,v,seid,(you (pl informal)) are | (you (pl informal)) are being,,,,seid,,,AQA,General,General,both,True
de,v,sein*,(to) be | being,,,,sein*,,,AQA,General,General,both,True
de,v,sind,(we) are | (we) are being | (they) are | (they) are being | (you (formal)) are | (you (formal)) are being,,,,sind,,,AQA,General,General,both,True
de,v,war,"(I) was | (I) used to be | (she, he, it, one) was | (she, he, it, one) used to be",,,,war,,,AQA,General,General,both,True
de,v,waren,(we) were | (we) used to be | (they) were | (they) used to be | (you (formal)) were | (you (formal)) used to be,,,,waren,,,AQA,General,General,both,True
de,v,warst,(you (sing informal)) were | (you (sing informal)) used to be,,,,warst,,,AQA,General,General,both,True
de,v,wart,(you (pl informal)) were | (you (pl informal)) used to be,,,,wart,,,AQA,General,General,both,True
de,v,haben,(to) have | having,,,,haben,,,AQA,General,General,both,True
de,v,hast,(you (sing informal)) have | (you (sing informal)) are having,,,,hast,,,AQA,General,General,both,True
de,v,hat,"(she, he, it, one) has | (she, he, it, one) is having",,,,hat,,,AQA,General,General,both,True
de,v,hatte,"(I) had | (I) used to have | (I) was having | (she, he, it, one) had | (she, he, it, one) used to have | (she, he, it, one) was having",,,,hatte,,,AQA,General,General,both,True
de,v,hatten,(we) had | (we) used to have | (we) were having | (they) had | (they) used to have | (they) were having | (you (formal)) had | (you (formal)) used to have | (you (formal)) were having,,,,hatten,,,AQA,General,General,both,True
de,v,hattest,(you (sing informal)) had | (you (sing informal)) used to have | (you (sing informal)) were having,,,,hattest,,,AQA,General,General,both,True
de,v,hattet,(you (pl informal)) had | (you (pl informal)) used to have | (you (pl informal)) were having,,,,hattet,,,AQA,General,General,both,True
de,v,werdet,(you (pl informal)) become | (you (pl informal)) are becoming | (you (pl informal)) will (aux),,,,werdet,,,AQA,General,General,both,True
de,v,werden,(to) become | becoming | (we) become | (we) are becoming | (we) will (aux) | (they) become | (they) are becoming | (they) will (aux) | (you (formal)) become | (you (formal)) are becoming | (you (formal)) will (aux),,,,werden,,,AQA,General,General,both,True
de,v,wird,"(she, he, it, one) becomes | (she, he, it, one) is becoming | (she, he, it, one) will (aux)",,,,wird,,,AQA,General,General,both,True
de,v,wirst,(you (sing informal)) become | (you (sing informal)) are becoming | (you (sing informal)) will (aux),,,,wirst,,,AQA,General,General,both,True
de,v,kann,"(I) am able to, can | (she, he, it, one) is able to, can",,,,kann,,,AQA,General,General,both,True
de,v,kannst,"(you (sing informal)) are able to, can",,,,kannst,,,AQA,General,General,both,True
de,v,können,"(to) be able to, can | being able to",,,,können,,,AQA,General,General,both,True
de,v,konnte,"(I) was able to, could | (she, he, it, one) was able to, could",,,,konnte,,,AQA,General,General,both,True
de,v,konntest,"(you (sing informal)) were able to, could",,,,konntest,,,AQA,General,General,both,True
de,v,sagen,"(to) say, tell | saying, telling",,,,sagen,,,AQA,General,General,both,True
de,v,muss,"(I) have to, must | (she, he, it, one) has to, must",,,,muss,,,AQA,General,General,both,True
de,v,müssen,"(to) have to, must | having to",,,,müssen,,,AQA,General,General,both,True
de,v,musst,"(you (sing informal)) have to, must",,,,musst,,,AQA,General,General,both,True
de,v,musste,"(I) had to | (she, he, it, one) had to",,,,musste,,,AQA,General,General,both,True
de,v,musstest,(you (sing informal)) had to,,,,musstest,,,AQA,General,General,both,True
de,v,geben,(to) give | giving,,,,geben,,,AQA,General,General,both,True
de,v,will,"(I) want (to) | (she, he, it, one) wants (to)",,,,will,,,AQA,General,General,both,True
de,v,willst,(you (sing informal)) want (to),,,,willst,,,AQA,General,General,both,True
de,v,wollen,(to) want (to) | wanting (to),,,,wollen,,,AQA,General,General,both,True
de,v,wollte,"(I) wanted (to) | (she, he, it, one) wanted (to)",,,,wollte,,,AQA,General,General,both,True
de,v,wolltest,(you (sing informal)) wanted (to),,,,wolltest,,,AQA,General,General,both,True
de,v,machen,"(to) do, make | doing, making",,,,machen,,,AQA,General,General,both,True
de,v,soll,"(I) ought to, am supposed to, should | (she, he, it, one) ought to, is supposed to, should",,,,soll,,,AQA,General,General,both,True
de,v,sollen,"(to) ought to, be supposed to, should",,,,sollen,,,AQA,General,General,both,True
de,v,sollst,"(you (sing informal)) ought to, are supposed to, should",,,,sollst,,,AQA,General,General,both,True
de,v,sollte,"(I) was supposed to | (she, he, it, one) was supposed to",,,,sollte,,,AQA,General,General,both,True
de,v,solltest,(you (sing informal)) were supposed to,,,,solltest,,,AQA,General,General,both,True
de,v,kommen,(to) come | coming,,,,kommen,,,AQA,General,General,both,True
de,v,(aux)…gegangen,"went | (have, has) gone (pp)",,,,(aux)…gegangen,,,AQA,General,General,both,True
de,v,gehen (in + noun); gehen um + noun,(to) go (to + noun) | going (to + noun); to be about + noun | being about (+ noun),,,,gehen (in + noun); gehen um + noun,,,AQA,General,General,both,True
de,v,wissen,(to) know (something) | knowing (something) | (we) know (something) | (they) know (something) | (you (formal)) know (something),,,,wissen,,,AQA,General,General,both,True
de,v,weiß,"(I) know (something) | (she, he, it, one) knows (something)",,,,weiß,,,AQA,General,General,both,True
de,v,weißt,(you (sing informal)) know (something),,,,weißt,,,AQA,General,General,both,True
de,v,sehen,"(to) see, watch | seeing, watching",,,,sehen,,,AQA,General,General,both,True
de,v,lassen,"(to) let, allow | letting, allowing",,,,lassen,,,AQA,General,General,both,True
de,v,(aux)…gestanden,"stood | (have, has) stood (pp)",,,,(aux)…gestanden,,,AQA,General,General,both,True
de,v,stehen,(to) stand | standing,,,,stehen,,,AQA,General,General,both,True
de,v,leben,(to) live | living,,,,leben,,,AQA,General,General,both,True
de,v,finden; sich acc. finden,"(to) find | finding; (to) be found| being found, (to) find oneself | finding oneself",,,,finden; sich acc. finden,,,AQA,General,General,both,True
de,v,bleiben,"(to) stay, remain | staying, remaining",,,,bleiben,,,AQA,General,General,both,True
de,v,tun,"(to) do, put | doing, putting",,,,tun,,,AQA,General,General,both,True
de,v,heißen,(to) be called,,,,heißen,,,AQA,General,General,both,True
de,v,denken (an + noun),(to) think (of + noun) | thinking (of + noun),,,,denken (an + noun),,,AQA,General,General,both,True
de,v,stellen; sich acc. stellen,"(to) place, set, put | placing, setting, putting; (to) place oneself, stand | placing oneself, standing",,,,stellen; sich acc. stellen,,,AQA,General,General,both,True
de,v,zeigen,"(to) show, point | showing, pointing",,,,zeigen,,,AQA,General,General,both,True
de,v,(aux)…genommen,"took, had something to eat or drink | (have, has) taken (pp), had something to eat or drink",,,,(aux)…genommen,,,AQA,General,General,both,True
de,v,nehmen,"(to) take, have something to eat or drink | taking, having something to eat or drink",,,,nehmen,,,AQA,General,General,both,True
de,v,darf,"(I) am allowed to, may | (she, he, it, one) is allowed to, may",,,,darf,,,AQA,General,General,both,True
de,v,darfst,"(you (sing informal)) are allowed to, may",,,,darfst,,,AQA,General,General,both,True
de,v,dürfen,"(to) be allowed to, may",,,,dürfen,,,AQA,General,General,both,True
de,v,durfte,"(I) was allowed to | (she, he, it, one) was allowed to",,,,durfte,,,AQA,General,General,both,True
de,v,durftest,(you (sing informal)) were allowed to,,,,durftest,,,AQA,General,General,both,True
de,v,"hören, hören auf acc. …","(to) hear, listen | hearing, listening, (to) obey someone | obeying someone",,,,"hören, hören auf acc. …",,,AQA,General,General,both,True
de,v,fragen (nach + noun); sich fragen,(to) ask (about + noun) |asking (about + noun); (to) wonder | wondering,,,,fragen (nach + noun); sich fragen,,,AQA,General,General,both,True
de,v,glauben (an acc. + noun),"(to) believe (in + noun), think | believing (in + noun), thinking",,,,glauben (an acc. + noun),,,AQA,General,General,both,True
de,v,folgen,(to) follow | following,,,,folgen,,,AQA,General,General,both,True
de,v,(aux)…gebracht,"brought | (have, has) brought (pp)",,,,(aux)…gebracht,,,AQA,General,General,both,True
de,v,bringen,(to) bring | bringing,,,,bringen,,,AQA,General,General,both,True
de,v,mag,"(I) like | (she, he, it, one) likes",,,,mag,,,AQA,General,General,both,True
de,v,magst,(you (sing informal)) like,,,,magst,,,AQA,General,General,both,True
de,v,mochte,"(I) liked | (she, he, it, one) liked",,,,mochte,,,AQA,General,General,both,True
de,v,möchte,"(I) would like (to) | (she, he, it, one) would like (to)",,,,möchte,,,AQA,General,General,both,True
de,v,möchten,(we) would like (to) | (you (formal)) would like (to) | (they) would like (to),,,,möchten,,,AQA,General,General,both,True
de,v,mochtest,(you (sing informal)) liked,,,,mochtest,,,AQA,General,General,both,True
de,v,möchtest,(you (sing informal)) would like (to),,,,möchtest,,,AQA,General,General,both,True
de,v,möchtet,(you (pl informal)) would like (to),,,,möchtet,,,AQA,General,General,both,True
de,v,mögen,(to) like | liking,,,,mögen,,,AQA,General,General,both,True
de,v,brauchen,"(to) need, use | needing, using",,,,brauchen,,,AQA,General,General,both,True
de,v,verstehen; sich verstehen (mit),(to) understand | understanding; (to) get on well with | getting on well with,,,,verstehen; sich verstehen (mit),,,AQA,General,General,both,True
de,v,bekommen,"(to) get, receive | getting, receiving",,,,bekommen,,,AQA,General,General,both,True
de,v,meinen,"(to) think, have an opinion | thinking, having an opinion",,,,meinen,,,AQA,General,General,both,True
de,v,sitzen,(to) sit | sitting,,,,sitzen,,,AQA,General,General,both,True
