word,translation,language,category,subcategory,part_of_speech,difficulty_level,curriculum_level,example_sentence,example_translation,phonetic,gender,irregular_forms,synonyms,antonyms,tags,article,base_word,,_20
lave-linge,washing machine,fr,home_local_area,household_items_chores,noun,beginner,KS3,Le lave-linge est en marche.,The washing machine is running.,/lav lɛ̃ʒ/,m,,,lave-vaisselle,appliance,le,lave-linge,,
lave-vaisselle,dishwasher,fr,home_local_area,household_items_chores,noun,beginner,KS3,Le lave-vaisselle est pratique.,The dishwasher is practical.,/lav vɛ.sɛl/,m,,,lave-linge,appliance,le,lave-vaisselle,,
aspirateur,vacuum cleaner,fr,home_local_area,household_items_chores,noun,beginner,KS3,Je passe l'aspirateur.,I vacuum.,/as.pi.ʁa.tœʁ/,m,,,balai,appliance,l',aspirateur,,
balai,broom,fr,home_local_area,household_items_chores,noun,beginner,KS3,Je balaie avec le balai.,I sweep with the broom.,/ba.lɛ/,m,,,aspirateur,appliance,le,balai,,
fer à repasser,iron,fr,home_local_area,household_items_chores,noun,beginner,KS3,Le fer à repasser est chaud.,The iron is hot.,/fɛʁ‿a ʁə.pa.se/,m,,,balai,appliance,le,fer à repasser,,
lampe,lamp,fr,home_local_area,household_items_chores,noun,beginner,KS3,Allumez la lampe.,Turn on the lamp.,/lɑ̃p/,f,,,bougie,appliance,la,lampe,,
ampoule,light bulb,fr,home_local_area,household_items_chores,noun,beginner,KS3,L'ampoule est grillée.,The light bulb is burnt out.,/ɑ̃.pul/,f,,,lampe,appliance,l',ampoule,,
bougie,candle,fr,home_local_area,household_items_chores,noun,beginner,KS3,La bougie parfume la pièce.,The candle scents the room.,/bu.ʒi/,f,,,lampe,appliance,la,bougie,,
clé,key,fr,home_local_area,household_items_chores,noun,beginner,KS3,J'ai perdu mes clés.,I lost my keys.,/kle/,f,,,serrure,appliance,la,clé,,
serrure,lock,fr,home_local_area,household_items_chores,noun,beginner,KS3,La serrure est cassée.,The lock is broken.,/sɛ.ʁyʁ/,f,,,clé,appliance,la,serrure,,
ménage,housework,fr,home_local_area,household_items_chores,noun,beginner,KS3,Je fais le ménage le samedi.,I do housework on Saturday.,/me.naʒ/,m,,,travail,chore,le,ménage,,
lessive,laundry,fr,home_local_area,household_items_chores,noun,beginner,KS3,Il faut faire la lessive.,We need to do the laundry.,/le.siv/,f,,,repassage,chore,la,lessive,,
repassage,ironing,fr,home_local_area,household_items_chores,noun,beginner,KS3,Je déteste le repassage.,I hate ironing.,/ʁə.pa.saʒ/,m,,,lessive,chore,le,repassage,,
vaisselle,dishes,fr,home_local_area,household_items_chores,noun,beginner,KS3,Qui fait la vaisselle ?,Who does the dishes?,/vɛ.sɛl/,f,,,cuisine,chore,la,vaisselle,,
poubelle,trash can,fr,home_local_area,household_items_chores,noun,beginner,KS3,La poubelle est pleine.,The trash can is full.,/pu.bɛl/,f,,,aspirateur,chore,la,poubelle,,
ville,city,fr,home_local_area,local_area_places_town,noun,beginner,KS3,J'habite en ville.,I live in the city.,/vil/,f,,,campagne,place,la,ville,,
village,village,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Ce village est pittoresque.,This village is picturesque.,/vi.laʒ/,m,,,ville,place,le,village,,
quartier,neighborhood,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Mon quartier est tranquille.,My neighborhood is quiet.,/kaʁ.tje/,m,,,centre-ville,place,le,quartier,,
centre-ville,city center,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Le centre-ville est animé.,The city center is lively.,/sɑ̃tʁə vil/,m,,,banlieue,place,le,centre-ville,,
banlieue,suburb,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Je vis en banlieue.,I live in the suburbs.,/bɑ̃.ljø/,f,,,centre-ville,place,la,banlieue,,
campagne,countryside,fr,home_local_area,local_area_places_town,noun,beginner,KS3,La campagne est belle.,The countryside is beautiful.,/kɑ̃.paɲ/,f,,,ville,place,la,campagne,,
rue,street,fr,home_local_area,local_area_places_town,noun,beginner,KS3,J'habite rue de la Paix.,I live on Peace Street.,/ʁy/,f,,,avenue,place,la,rue,,
avenue,avenue,fr,home_local_area,local_area_places_town,noun,beginner,KS3,L'avenue est large.,The avenue is wide.,/av.ny/,f,,,rue,place,l',avenue,,
boulevard,boulevard,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Le boulevard est bruyant.,The boulevard is noisy.,/bul.vaʁ/,m,,,rue,place,le,boulevard,,
place,square/plaza,fr,home_local_area,local_area_places_town,noun,beginner,KS3,La place du village est jolie.,The village square is pretty.,/plas/,f,,,parc,place,la,place,,
parc,park,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Les enfants jouent au parc.,Children play in the park.,/paʁk/,m,,,place,place,le,parc,,
magasin,shop,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Le magasin est ouvert.,The shop is open.,/ma.ɡa.zɛ̃/,m,,,marché,place,le,magasin,,
marché,market,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Le marché a lieu le dimanche.,The market takes place on Sunday.,/maʁ.ʃe/,m,,,magasin,place,le,marché,,
banque,bank,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Je vais à la banque.,I'm going to the bank.,/bɑ̃k/,f,,,poste,place,la,banque,,
poste,post office,fr,home_local_area,local_area_places_town,noun,beginner,KS3,La poste ferme à 18 heures.,The post office closes at 6 PM.,/pɔst/,f,,,banque,place,la,poste,,
pharmacie,pharmacy,fr,home_local_area,local_area_places_town,noun,beginner,KS3,La pharmacie vend des médicaments.,The pharmacy sells medicine.,/faʁ.ma.si/,f,,,hôpital,place,la,pharmacie,,
hôpital,hospital,fr,home_local_area,local_area_places_town,noun,beginner,KS3,L'hôpital est près d'ici.,The hospital is nearby.,/o.pi.tal/,m,,,pharmacie,place,l',hôpital,,
école,school,fr,home_local_area,local_area_places_town,noun,beginner,KS3,L'école commence à 8 heures.,School starts at 8 o'clock.,/e.kɔl/,f,,,université,place,l',école,,
université,university,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Il étudie à l'université.,He studies at university.,/y.ni.vɛʁ.si.te/,f,,,école,place,l',université,,
bibliothèque,library,fr,home_local_area,local_area_places_town,noun,beginner,KS3,La bibliothèque est silencieuse.,The library is quiet.,/bi.bli.o.tɛk/,f,,,musée,place,la,bibliothèque,,
musée,museum,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Ce musée est très intéressant.,This museum is very interesting.,/my.ze/,m,,,bibliothèque,place,le,musée,,
cinéma,cinema,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Nous allons au cinéma ce soir.,We're going to the cinema tonight.,/si.ne.ma/,m,,,théâtre,place,le,cinéma,,
théâtre,theatre,fr,home_local_area,local_area_places_town,noun,beginner,KS3,La pièce de théâtre est excellente.,The theatre play is excellent.,/te.atʁ/,m,,,cinéma,place,le,théâtre,,
église,church,fr,home_local_area,local_area_places_town,noun,beginner,KS3,L'église est ancienne.,The church is old.,/e.ɡliz/,f,,,mairie,place,l',église,,
mairie,town hall,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Les mariages ont lieu à la mairie.,Weddings take place at the town hall.,/mɛ.ʁi/,f,,,église,place,la,mairie,,
commissariat,police station,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Le commissariat est rue Voltaire.,The police station is on Voltaire Street.,/ko.mi.sa.ʁja/,m,,,caserne,place,le,commissariat,,
caserne,fire station,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Les pompiers sont à la caserne.,The firefighters are at the fire station.,/ka.zɛʁn/,f,,,commissariat,place,la,caserne,,
gare,train station,fr,home_local_area,local_area_places_town,noun,beginner,KS3,La gare est bondée.,The train station is crowded.,/ɡaʁ/,f,,,aéroport,place,la,gare,,
aéroport,airport,fr,home_local_area,local_area_places_town,noun,beginner,KS3,L'aéroport est loin du centre.,The airport is far from the center.,/a.e.ʁo.pɔʁ/,m,,,gare,place,l',aéroport,,
arrêt de bus,bus stop,fr,home_local_area,local_area_places_town,noun,beginner,KS3,L'arrêt de bus est ici.,The bus stop is here.,/a.ʁɛ də bys/,m,,,station de métro,place,l',arrêt de bus,,
station de métro,metro station,fr,home_local_area,local_area_places_town,noun,beginner,KS3,La station de métro est souterraine.,The metro station is underground.,/sta.sjɔ̃ də me.tʁo/,f,,,arrêt de bus,place,la,station de métro,,
parking,parking lot,fr,home_local_area,local_area_places_town,noun,beginner,KS3,Le parking est gratuit.,The parking is free.,/paʁ.kiŋ/,m,,,garage,place,le,parking,,
fermier,farmer,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le fermier cultive des légumes.,The farmer grows vegetables.,/fɛʁ.mje/,m,,fermière,ouvrier,job,le,fermier,,
fermière,farmer,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La fermière soigne les animaux.,The farmer cares for the animals.,/fɛʁ.mjɛʁ/,f,,,ouvrière,job,la,fermière,,
ouvrier,worker,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'ouvrier travaille dans l'usine.,The worker works in the factory.,/u.vʁi.je/,m,,ouvrière,patron,job,l',ouvrier,,
ouvrière,worker,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'ouvrière assemble les pièces.,The worker assembles the parts.,/u.vʁi.jɛʁ/,f,,,patronne,job,l',ouvrière,,
patron,boss,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le patron dirige l'entreprise.,The boss runs the company.,/pa.tʁɔ̃/,m,,patronne,employé,job,le,patron,,
patronne,boss,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La patronne prend les décisions.,The boss makes decisions.,/pa.tʁɔn/,f,,,employée,job,la,patronne,,
employé,employee,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'employé arrive à l'heure.,The employee arrives on time.,/ɑ̃.plo.je/,m,,employée,patron,job,l',employé,,
employée,employee,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'employée travaille bien.,The employee works well.,/ɑ̃.plo.je/,f,,,patronne,job,l',employée,,
secrétaire,secretary,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La secrétaire répond au téléphone.,The secretary answers the phone.,/sə.kʁe.tɛʁ/,mf,,,patron,job,le/la,secrétaire,,
journaliste,journalist,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le journaliste écrit des articles.,The journalist writes articles.,/ʒuʁ.na.list/,mf,,,écrivain,job,le/la,journaliste,,
écrivain,writer,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'écrivain publie des livres.,The writer publishes books.,/e.kʁi.vɛ̃/,mf,,,journaliste,job,l',écrivain,,
artiste,artist,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'artiste peint des tableaux.,The artist paints pictures.,/aʁ.tist/,mf,,,musicien,job,l',artiste,,
musicien,musician,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le musicien joue du piano.,The musician plays piano.,/my.zi.sjɛ̃/,m,,musicienne,artiste,job,le,musicien,,
musicienne,musician,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La musicienne chante bien.,The musician sings well.,/my.zi.sjɛn/,f,,,artiste,job,la,musicienne,,
acteur,actor,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'acteur joue dans le film.,The actor acts in the film.,/ak.tœʁ/,m,,actrice,spectateur,job,l',acteur,,
actrice,actress,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'actrice est très talentueuse.,The actress is very talented.,/ak.tʁis/,f,,,spectatrice,job,l',actrice,,
danseur,dancer,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le danseur est gracieux.,The dancer is graceful.,/dɑ̃.sœʁ/,m,,danseuse,spectateur,job,le,danseur,,
danseuse,dancer,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La danseuse danse le ballet.,The dancer dances ballet.,/dɑ̃.søz/,f,,,spectatrice,job,la,danseuse,,
pilote,pilot,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le pilote vole l'avion.,The pilot flies the plane.,/pi.lɔt/,mf,,,passager,job,le/la,pilote,,
chauffeur,driver,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le chauffeur conduit le bus.,The driver drives the bus.,/ʃo.fœʁ/,m,,chauffeuse,passager,job,le,chauffeur,,
chauffeuse,driver,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La chauffeuse conduit prudemment.,The driver drives carefully.,/ʃo.føz/,f,,,passagère,job,la,chauffeuse,,
mécanicien,mechanic,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le mécanicien répare les voitures.,The mechanic repairs cars.,/me.ka.ni.sjɛ̃/,m,,mécanicienne,propriétaire,job,le,mécanicien,,
mécanicienne,mechanic,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La mécanicienne connaît les moteurs.,The mechanic knows engines.,/me.ka.ni.sjɛn/,f,,,propriétaire,job,la,mécanicienne,,
plombier,plumber,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le plombier répare les tuyaux.,The plumber repairs pipes.,/plɔ̃.bje/,m,,plombière,électricien,job,le,plombier,,
plombière,plumber,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La plombière installe la douche.,The plumber installs the shower.,/plɔ̃.bjɛʁ/,f,,,électricienne,job,la,plombière,,
électricien,electrician,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'électricien répare les câbles.,The electrician repairs cables.,/e.lɛk.tʁi.sjɛ̃/,m,,électricienne,plombier,job,l',électricien,,
électricienne,electrician,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,L'électricienne installe les prises.,The electrician installs outlets.,/e.lɛk.tʁi.sjɛn/,f,,,plombière,job,l',électricienne,,
vétérinaire,veterinarian,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le vétérinaire soigne les animaux.,The veterinarian treats animals.,/ve.te.ʁi.nɛʁ/,mf,,,médecin,job,le/la,vétérinaire,,
pharmacien,pharmacist,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le pharmacien vend des médicaments.,The pharmacist sells medicines.,/faʁ.ma.sjɛ̃/,m,,pharmacienne,médecin,job,le,pharmacien,,
pharmacienne,pharmacist,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La pharmacienne conseille les clients.,The pharmacist advises clients.,/faʁ.ma.sjɛn/,f,,,médecin,job,la,pharmacienne,,
boulanger,baker,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le boulanger fait du pain.,The baker makes bread.,/bu.lɑ̃.ʒe/,m,,boulangère,client,job,le,boulanger,,
boulangère,baker,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La boulangère prépare les croissants.,The baker prepares croissants.,/bu.lɑ̃.ʒɛʁ/,f,,,cliente,job,la,boulangère,,
boucher,butcher,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le boucher découpe la viande.,The butcher cuts the meat.,/bu.ʃe/,m,,bouchère,végétarien,job,le,boucher,,
bouchère,butcher,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La bouchère vend de la viande fraîche.,The butcher sells fresh meat.,/bu.ʃɛʁ/,f,,,végétarienne,job,la,bouchère,,
libraire,bookseller,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le libraire recommande des livres.,The bookseller recommends books.,/li.bʁɛʁ/,mf,,,client,job,le/la,libraire,,
bibliothécaire,librarian,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La bibliothécaire classe les livres.,The librarian organizes books.,/bi.bli.o.te.kɛʁ/,mf,,,lecteur,job,le/la,bibliothécaire,,
sportif,athlete,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,Le sportif s'entraîne tous les jours.,The athlete trains every day.,/spɔʁ.tif/,m,,sportive,sédentaire,job,le,sportif,,
sportive,athlete,fr,school_jobs_future,professions_jobs,noun,beginner,KS3,La sportive court très vite.,The athlete runs very fast.,/spɔʁ.tiv/,f,,,sédentaire,job,la,sportive,,
futur,future,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Le futur sera différent.,The future will be different.,/fy.tyʁ/,m,,,passé,time,le,futur,,
avenir,future,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,L'avenir nous réserve des surprises.,The future holds surprises for us.,/av.niʁ/,m,,,passé,time,l',avenir,,
rêve,dream,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Mon rêve est de voyager.,My dream is to travel.,/ʁɛv/,m,,,cauchemar,goal,le,rêve,,
ambition,ambition,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Elle a de grandes ambitions.,She has great ambitions.,/ɑ̃.bi.sjɔ̃/,f,,,modestie,goal,l',ambition,,
objectif,objective/goal,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Mon objectif est de réussir.,My goal is to succeed.,/ɔb.ʒɛk.tif/,m,,,obstacle,goal,l',objectif,,
but,goal,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Quel est ton but dans la vie ?,What is your goal in life?,/byt/,m,,,obstacle,goal,le,but,,
projet,project/plan,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,J'ai un projet intéressant.,I have an interesting project.,/pʁo.ʒɛ/,m,,,réalité,goal,le,projet,,
plan,plan,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Voici mon plan pour l'année.,Here's my plan for the year.,/plɑ̃/,m,,,improvisation,goal,le,plan,,
espoir,hope,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,J'ai bon espoir de réussir.,I have good hope of succeeding.,/ɛs.pwaʁ/,m,,,désespoir,feeling,l',espoir,,
espérer,to hope,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,J'espère que tu viendras.,I hope you'll come.,/ɛs.pe.ʁe/,,,,désespérer,feeling,,espérer,,
souhaiter,to wish,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Je souhaite voyager en Europe.,I wish to travel to Europe.,/su.ɛ.te/,,,espérer,regretter,feeling,,souhaiter,,
vouloir,to want,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Je veux devenir médecin.,I want to become a doctor.,/vu.lwaʁ/,,veux/veut/voulons/voulez/veulent,désirer,refuser,feeling,,vouloir,,
désirer,to desire,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Elle désire une nouvelle voiture.,She desires a new car.,/de.zi.ʁe/,,,vouloir,refuser,feeling,,désirer,,
avoir l'intention,to intend,fr,school_jobs_future,future_ambitions,phrase,beginner,KS3,J'ai l'intention d'étudier.,I intend to study.,/a.vwaʁ lɛ̃.tɑ̃.sjɔ̃/,,,prévoir,abandonner,plan,,avoir l'intention,,
prévoir,to plan,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Nous prévoyons un voyage.,We're planning a trip.,/pre.vwaʁ/,,,planifier,improviser,plan,,prévoir,,
planifier,to plan,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Elle planifie sa carrière.,She plans her career.,/pla.ni.fje/,,,organiser,improviser,plan,,planifier,,
organiser,to organize,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,J'organise mon temps.,I organize my time.,/ɔʁ.ɡa.ni.ze/,,,planifier,désorganiser,plan,,organiser,,
réaliser,to achieve/realize,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Il va réaliser son rêve.,He will achieve his dream.,/ʁe.a.li.ze/,,,accomplir,échouer,achievement,,réaliser,,
accomplir,to accomplish,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Elle accomplit ses objectifs.,She accomplishes her goals.,/a.kɔ̃.pliʁ/,,,réaliser,échouer,achievement,,accomplir,,
réussir,to succeed,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Tu vas réussir tes examens.,You will succeed in your exams.,/ʁe.y.siʁ/,,,gagner,échouer,achievement,,réussir,,
échouer,to fail,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Il ne veut pas échouer.,He doesn't want to fail.,/e.ʃu.e/,,,rater,réussir,achievement,,échouer,,
gagner,to win/earn,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Elle gagne bien sa vie.,She earns a good living.,/ɡa.ɲe/,,,remporter,perdre,achievement,,gagner,,
perdre,to lose,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Je ne veux pas perdre.,I don't want to lose.,/pɛʁdʁ/,,,rater,gagner,achievement,,perdre,,
devenir,to become,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Je veux devenir professeur.,I want to become a teacher.,/də.və.niʁ/,,deviens/devient/devenons/devenez/deviennent,,rester,change,,devenir,,
changer,to change,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,La vie peut changer rapidement.,Life can change quickly.,/ʃɑ̃.ʒe/,,,modifier,rester,change,,changer,,
améliorer,to improve,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Je veux améliorer mon français.,I want to improve my French.,/a.me.ljo.ʁe/,,,perfectionner,détériorer,improvement,,améliorer,,
progresser,to progress,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Il progresse rapidement.,He progresses quickly.,/pʁo.ɡʁe.se/,,,avancer,reculer,improvement,,progresser,,
apprendre,to learn,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,J'apprends le français.,I'm learning French.,/a.pʁɑ̃dʁ/,,apprends/apprend/apprenons/apprenez/apprennent,étudier,ignorer,learning,,apprendre,,
étudier,to study,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Elle étudie la médecine.,She studies medicine.,/e.ty.dje/,,,apprendre,ignorer,learning,,étudier,,
enseigner,to teach,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Il enseigne les mathématiques.,He teaches mathematics.,/ɑ̃.sɛ.ɲe/,,,instruire,apprendre,teaching,,enseigner,,
former,to train,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Cette école forme des ingénieurs.,This school trains engineers.,/fɔʁ.me/,,,entraîner,négliger,training,,former,,
entraîner,to train,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Le coach entraîne l'équipe.,The coach trains the team.,/ɑ̃.tʁɛ.ne/,,,former,abandonner,training,,entraîner,,
pratiquer,to practice,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Je pratique le piano.,I practice piano.,/pʁa.ti.ke/,,,exercer,négliger,practice,,pratiquer,,
travailler dur,to work hard,fr,school_jobs_future,future_ambitions,phrase,beginner,KS3,Il faut travailler dur pour réussir.,You have to work hard to succeed.,/tʁa.va.je dyʁ/,,,s'efforcer,paresser,effort,,travailler dur,,
faire de son mieux,to do one's best,fr,school_jobs_future,future_ambitions,phrase,beginner,KS3,Je fais de mon mieux.,I do my best.,/fɛʁ də sɔ̃ mjø/,,,s'efforcer,négliger,effort,,faire de son mieux,,
persévérer,to persevere,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Il faut persévérer dans l'effort.,You must persevere in your efforts.,/pɛʁ.se.ve.ʁe/,,,continuer,abandonner,effort,,persévérer,,
abandonner,to give up,fr,school_jobs_future,future_ambitions,verb,beginner,KS3,Ne jamais abandonner ses rêves.,Never give up on your dreams.,/a.bɑ̃.do.ne/,,,arrêter,persévérer,effort,,abandonner,,
motivation,motivation,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,La motivation est importante.,Motivation is important.,/mo.ti.va.sjɔ̃/,f,,,inspiration,découragement,feeling,la,,
confiance,confidence,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Il a confiance en lui.,He has confidence in himself.,/kɔ̃.fja̧s/,f,,,assurance,doute,feeling,la,,
patience,patience,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,La patience est une vertu.,Patience is a virtue.,/pa.sja̧s/,f,,,calme,impatience,quality,la,,
courage,courage,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Il faut du courage pour réussir.,You need courage to succeed.,/ku.ʁaʒ/,m,,,bravoure,lâcheté,quality,le,,
détermination,determination,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Sa détermination est admirable.,His determination is admirable.,/de.tɛʁ.mi.na.sjɔ̃/,f,,,volonté,hésitation,quality,la,,
volonté,will/willpower,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Il a une forte volonté.,He has a strong will.,/vo.lɔ̃.te/,f,,,détermination,faiblesse,quality,la,,
passion,passion,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,La musique est sa passion.,Music is his passion.,/pa.sjɔ̃/,f,,,enthousiasme,indifférence,feeling,la,,
talent,talent,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Elle a du talent pour la danse.,She has talent for dancing.,/ta.lɑ̃/,m,,,don,incompétence,ability,le,,
compétence,skill/competence,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Il développe ses compétences.,He develops his skills.,/kɔ̃.pe.tɑ̃s/,f,,,habileté,incompétence,ability,la,,
expérience,experience,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,L'expérience est précieuse.,Experience is valuable.,/ɛks.pe.ʁjɑ̃s/,f,,,pratique,inexpérience,knowledge,l',,
formation,training/education,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Il suit une formation professionnelle.,He's doing professional training.,/fɔʁ.ma.sjɔ̃/,f,,,éducation,ignorance,education,la,,
stage,internship,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Elle fait un stage dans une banque.,She's doing an internship at a bank.,/staʒ/,m,,,apprentissage,emploi,education,le,,
apprentissage,learning/apprenticeship,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,L'apprentissage dure toute la vie.,Learning lasts a lifetime.,/a.pʁɑ̃.ti.saʒ/,m,,,formation,ignorance,education,l',,
qualification,qualification,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Il a les qualifications nécessaires.,He has the necessary qualifications.,/ka.li.fi.ka.sjɔ̃/,f,,,compétence,incompétence,education,la,,
succès,success,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,Le succès demande du travail.,Success requires work.,/syk.sɛ/,m,,,réussite,échec,achievement,le,,
échec,failure,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,L'échec fait partie de l'apprentissage.,Failure is part of learning.,/e.ʃɛk/,m,,,insuccès,succès,achievement,l',,
opportunité,opportunity,fr,school_jobs_future,future_ambitions,noun,beginner,KS3,C'est une belle opportunité.,It's a great opportunity.,/ɔp.pɔʁ.ty.ni.te/,f,,,chance,obstacle,chance,l',,
défi,challenge,fr,school_jobs_future,future_ambitions,noun,beginer,KS3,Ce défi me motive.,This challenge motivates me.,/de.fi/,m,,,challenge,facilité,challenge,le,,
vêtement,clothing,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ce vêtement est à la mode.,This clothing is fashionable.,/vɛt.mɑ̃/,m,,,habit,nudité,fashion,le,,
habit,clothing,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il porte de beaux habits.,He wears nice clothes.,/a.bi/,m,,,vêtement,nudité,fashion,l',,
tenue,outfit,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Ta tenue est élégante.,Your outfit is elegant.,/tə.ny/,f,,,ensemble,négligé,fashion,la,,
mode,fashion,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,La mode change souvent.,Fashion changes often.,/mɔd/,f,,,style,démodé,fashion,la,,
style,style,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il a du style.,He has style.,/stil/,m,,,élégance,vulgarité,fashion,le,,
élégant,elegant,fr,clothes_shopping,clothes_accessories,adjective,beginner,KS3,Cette robe est élégante.,This dress is elegant.,/e.le.ɡɑ̃/,m,,élégante,vulgaire,fashion,,élégant,,
élégante,elegant,fr,clothes_shopping,clothes_accessories,adjective,beginner,KS3,Elle est très élégante.,She is very elegant.,/e.le.ɡɑ̃t/,f,,,vulgaire,fashion,,élégante,,
chemise,shirt,fr,clothes_shopping,clothes_accessories,noun,beginner,KS3,Il porte une chemise blanche.,He wears a white shirt.,/ʃə.miz/,f,,,blouse,nu,clothing,la,,
